#SampleID	SRR2107176	SRR2107177	SRR2107178	SRR2107179	SRR2107180	SRR2107181	SRR2107182	SRR2107183	SRR2107184	SRR2107185	SRR2107210	SRR2107211	SRR2107212	SRR2107213	SRR2107215	SRR2107216	SRR2107218	SRR2107219
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__	21	24	8	10	0	5	6	5	11	3	21	16	35	50	40	34	27	18
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003;g__;s__	2	4	0	0	0	0	0	0	1	0	6	5	5	7	0	5	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__ASSO-13;f__;g__;s__	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	3	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__	80	80	3	1	0	0	2	2	2	1	16	12	27	32	63	59	39	34
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__;s__	2	7	2	0	7	13	1	1	3	3	5	8	3	4	6	5	6	6
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__faecalis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Denitrobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Tetrathiobacter;s__kashmirensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	8	11	7	8	3	1	0	1	1	1	30	34	2	13	36	29	38	25
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__	13	21	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CandidatusGlomeribacter;s__gigasporarum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__	6	10	0	0	0	0	0	0	3	1	4	5	4	3	1	0	3	5
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Salinispora;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__;s__	405	439	42	64	18	22	25	36	51	27	148	150	181	262	764	771	831	802
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__	1	1	1	2	1	0	1	0	0	1	2	3	1	2	4	8	10	9
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__delafieldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	4
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__facilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__wohlfahrtii	0	0	1	1	1	0	0	3	0	0	1	0	2	6	6	6	4	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus;s__	0	1	0	0	0	0	0	0	0	0	6	10	4	4	11	3	4	4
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium;s__	2	0	0	1	3	2	0	0	0	0	2	0	2	3	7	10	17	11
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquincola;s__tertiaricarbonis	7	9	1	4	0	0	2	4	1	1	1	2	3	1	6	10	19	17
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Azohydromonas;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Brachymonas;s__denitrificans	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__	4	13	3	3	1	0	0	0	0	0	11	6	8	14	36	47	25	41
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;s__	0	1	1	0	0	0	0	0	0	0	3	3	1	2	5	3	5	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__	1	0	1	0	0	0	1	1	1	0	2	2	2	3	6	5	9	13
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Diaphorobacter;s__	5	5	0	0	0	0	0	0	0	0	3	1	5	5	15	21	7	10
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Giesbergeria;s__	1	1	27	22	2	3	0	0	0	0	12	7	9	13	32	27	20	31
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__	23	12	64	54	10	7	0	1	4	2	18	15	15	23	83	55	185	148
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella;s__	15	24	0	1	0	0	0	1	0	0	6	9	15	16	45	38	21	21
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella;s__gracilis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Lampropedia;s__	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Leptothrix;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__	9	17	8	13	1	2	1	4	1	0	54	66	51	64	358	340	252	281
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__curvus	0	0	0	5	0	2	0	0	0	0	0	1	1	0	2	1	1	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium;s__	46	46	4	10	4	10	11	10	18	5	6	10	16	27	43	58	72	72
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium;s__petroleiphilum	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Mitsuaria;s__chitosanitabida	1	1	0	2	0	2	1	1	0	1	1	0	0	1	0	4	2	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Paucibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;s__	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__	1	3	2	1	1	0	0	0	0	0	0	1	2	1	5	11	3	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__RS62;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter;s__	5	1	3	6	2	1	0	3	0	1	11	6	5	7	21	37	11	20
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__	1	3	0	1	1	0	0	0	0	0	4	3	3	3	20	20	35	30
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles;s__depolymerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax;s__	12	11	4	1	2	0	41	30	24	15	2	2	0	2	4	2	3	7
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax;s__gelatinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella;s__	1	0	0	0	0	0	1	0	0	0	2	2	0	0	3	5	4	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Simplicispira;s__	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Simplicispira;s__psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas;s__	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Thiomonas;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__paradoxus	4	6	3	1	0	2	0	0	1	1	1	4	4	9	32	24	21	33
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Verminephrobacter;s__	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Xylophilus;s__ampelinus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__	11	4	1	0	1	0	0	2	5	4	5	10	2	5	67	51	20	20
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Cupriavidus;s__	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__lividum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Polynucleobacter;s__	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia;s__	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__;g__;s__	69	32	0	0	0	0	6	13	31	20	0	3	13	21	1	5	1	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	2	2	4
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__	33	29	0	0	2	0	7	6	6	3	4	2	6	6	2	1	3	7
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__;g__;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MKC10;f__;g__;s__	3	0	0	0	0	0	0	0	0	0	2	2	0	2	9	8	16	5
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__;s__	2	1	0	1	0	1	1	0	0	3	3	4	0	2	0	4	0	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MWH-UniP1;f__;g__;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__;g__;s__	2	3	0	0	0	0	0	0	1	0	0	0	4	6	5	5	3	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__;s__	1	2	0	0	0	0	0	0	0	0	1	1	2	2	2	1	3	4
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylobacillus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;s__mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__;s__	0	2	0	1	0	0	0	0	0	1	0	1	2	11	4	15	3	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquaspirillum;s__serpens	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Chitinimonas;s__taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius;s__	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Deefgea;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Microvirgula;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__cinerea	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Pseudogulbenkiania;s__subflava	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__	4	12	0	0	0	0	2	3	2	1	5	6	10	14	0	1	1	3
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__halophila	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__oligotropha	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__ureae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosovibrio;s__tenuis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	17	28	3	4	0	2	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__	21	23	6	10	0	3	7	5	23	6	14	22	68	88	81	94	98	109
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azoarcus;s__	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	2	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;s__	0	0	0	0	0	0	0	0	1	0	3	4	9	13	1	3	3	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azovibrio;s__	1	1	0	1	1	0	0	0	1	0	1	1	2	5	5	3	8	8
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__C39;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__CandidatusAccumulibacter;s__	0	0	0	0	0	0	0	0	0	0	2	3	6	1	8	8	10	5
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;s__	4	7	0	1	0	1	2	1	7	8	5	6	20	17	67	80	67	45
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;s__fungiphilus	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dok59;s__	4	2	0	0	0	0	1	1	6	3	0	3	4	7	3	2	1	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Hydrogenophilus;s__	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__K82;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__KD1-23;s__	7	4	0	0	0	0	1	1	0	0	3	2	2	2	15	15	9	15
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Petrobacter;s__succinatimandens	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio;s__	0	1	0	0	0	0	0	1	0	0	6	6	9	5	14	11	22	24
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Rhodocyclus;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Sterolibacterium;s__	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Sulfuritalea;s__	0	2	0	0	0	0	0	0	1	0	0	0	5	8	3	2	2	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__TS34;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Thauera;s__	1	3	0	0	0	0	0	0	10	5	1	1	2	9	15	10	15	8
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Uliginosibacterium;s__	0	1	0	0	0	0	0	0	0	0	3	6	11	17	0	3	9	7
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Z-35;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	2
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea;s__	1	1	1	0	0	0	0	0	0	1	3	8	3	7	31	31	62	59
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__;g__;s__	0	1	0	0	0	0	0	0	2	0	1	0	5	7	4	8	7	11
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__;s__	15	15	0	0	2	4	0	0	7	3	37	45	17	35	32	36	26	23
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__;g__;s__	3	3	0	0	2	0	0	1	0	0	1	2	2	1	12	13	4	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae;g__;s__	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae;g__Thiobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	0	0	4	1	2	3	6	11	1	1	18	15	3	5	3	4	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__AF420338;f__;g__;s__	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__;s__	0	1	1	0	1	1	3	2	1	0	2	0	6	6	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Bacteriovorax;s__	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__	9	17	14	9	2	3	3	4	11	6	4	5	13	17	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__bacteriovorus	4	8	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
