Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR2586215,ERR2586216,ERR2586217,ERR2586218,ERR2586219,ERR2586220
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Coma_Pelomonas,0.0,2.0,1.0,1.0,4.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Coma_Polaromonas,1.0,0.0,0.0,1.0,1.0,4.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Coma_Ramlibacter,1.0,0.0,0.0,1.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Coma_Rhodoferax,0.0,0.0,0.0,27.0,39.0,35.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Coma_Simplicispira,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Oxal_Massilia,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Oxal_Undibacterium,22.0,22.0,20.0,1.0,2.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Sutt_Parasutterella,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutt_Sutterella,1.0,0.0,1.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Ferritrophicales,Ferritrophicaceae,Ferritrophicum,Ferr_Ferritrophicum,1.0,0.0,0.0,2.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferr_Ferrovum,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Chro_Laribacter,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Chro_Paludibacterium,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,Chro_Vogesella,0.0,0.0,0.0,1.0,1.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neis_Neisseria,0.0,0.0,0.0,1.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter,Neis_Stenoxybacter,0.0,0.0,0.0,1.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gall_Gallionella,0.0,0.0,1.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Gall_Sideroxydans,2.0,2.0,2.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfurirhabdus,Gall_Sulfurirhabdus,0.0,0.0,0.0,1.0,1.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Meth_Methylobacillus,0.0,0.0,0.0,0.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Meth_Methylotenera,0.0,0.0,0.0,0.0,0.0,3.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitr_Nitrosomonas,1.0,7.0,4.0,91.0,69.0,59.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,Ster_Denitratisoma,76.0,71.0,63.0,2.0,1.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Ster_Methyloversatilis,0.0,0.0,0.0,1.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfurisoma,Ster_Sulfurisoma,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Ster_Sulfuritalea,2.0,4.0,1.0,29.0,32.0,22.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thio_Thiobacillus,1.0,1.0,8.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexus,Azon_Azonexus,0.0,0.0,1.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Azon_Dechloromonas,11.0,19.0,17.0,34.0,37.0,24.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Azon_Ferribacterium,0.0,0.0,0.0,4.0,5.0,10.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Rhod_Azospira,4.0,1.0,6.0,8.0,6.0,9.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechlorobacter,Rhod_Dechlorobacter,0.0,0.0,0.0,3.0,4.0,3.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitromonas,Rhod_Denitromonas,0.0,1.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,Rhod_Propionivibrio,0.0,2.0,2.0,8.0,16.0,10.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Zoog_Azoarcus,0.0,0.0,0.0,1.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Zoog_Thauera,2.0,2.0,8.0,19.0,21.0,19.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Zoog_Uliginosibacterium,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea,Zoog_Zoogloea,0.0,0.0,0.0,98.0,135.0,145.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,,,Dissulfurimicrobium,Dissulfurimicrobium,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desu_Desulfatiglans,1.0,5.0,3.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea,Desu_Desulfatitalea,0.0,1.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desu_Desulfobacter,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desu_Desulfobulbus,0.0,0.0,0.0,3.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desu_Desulfocapsa,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desu_Desulfomicrobium,0.0,0.0,0.0,2.0,1.0,2.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desu_Desulfovibrio,0.0,1.0,0.0,1.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desu_Desulfuromonas,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geob_Geobacter,1.0,1.0,1.0,2.0,2.0,2.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,Minicystis,Minicystis,0.0,0.0,0.0,0.0,1.0,1.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anae_Anaeromyxobacter,11.0,21.0,20.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Kofl_Haliangium,201.0,240.0,273.0,468.0,614.0,458.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,Labi_Labilithrix,1.0,0.0,0.0,1.0,3.0,1.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nann_Nannocystis,30.0,26.0,50.0,302.0,330.0,266.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Phas_Phaselicystis,5.0,2.0,5.0,110.0,122.0,105.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,Poly_Aetherobacter,0.0,0.0,0.0,2.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,Poly_Byssovorax,1.0,0.0,0.0,1.0,3.0,2.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Poly_Pajaroellobacter,1.0,0.0,0.0,109.0,109.0,110.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,Poly_Polyangium,0.0,0.0,0.0,2.0,3.0,2.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Poly_Sorangium,0.0,0.0,0.0,29.0,18.0,28.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sand_Sandaracinus,57.0,28.0,49.0,20.0,14.0,22.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,Vulgatibacter,Vulg_Vulgatibacter,0.0,0.0,0.0,1.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Synt_Desulfobacca,2.0,1.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,Synt_Smithella,0.0,0.0,0.0,2.0,0.0,6.0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,Sulfurovum,1.0,2.0,0.0,0.0,0.0,2.0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Camp_Arcobacter,0.0,1.0,0.0,82.0,76.0,70.0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Camp_Sulfurospirillum,0.0,0.0,0.0,2.0,0.0,2.0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,Heli_Sulfuricurvum,0.0,0.0,0.0,1.0,3.0,1.0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Heli_Sulfurimonas,0.0,0.0,2.0,0.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,Acidibacter,15.0,17.0,12.0,21.0,30.0,27.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,,Competibacteraceae,Plasticicumulans,Comp_Plasticicumulans,0.0,0.0,0.0,18.0,36.0,13.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aero_Aeromonas,10.0,4.0,6.0,4.0,0.0,8.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Aero_Tolumonas,0.0,0.0,0.0,2.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,Aestuariicella,Aestuariicella,0.0,0.0,0.0,1.0,0.0,2.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseu_Pseudoalteromonas,0.0,0.0,0.0,0.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cell_Cellvibrio,7.0,6.0,11.0,28.0,43.0,26.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Hali_Halioglobus,0.0,0.0,0.0,2.0,2.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,Hali_Luminiphilus,0.0,0.0,0.0,1.0,0.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Port_Porticoccus,0.0,1.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,Chro_Lamprocystis,0.0,0.0,0.0,1.0,4.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Chro_Rheinheimera,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,Chro_Thiohalocapsa,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalbus,Ecto_Thioalbus,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiogranum,Ecto_Thiogranum,0.0,0.0,1.0,0.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioalkalispira,Thio_Thioalkalispira,1.0,0.0,1.0,0.0,6.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Coxi_Aquicella,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxi_Coxiella,0.0,2.0,0.0,8.0,11.0,3.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legi_Legionella,0.0,4.0,3.0,7.0,5.0,2.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,Cren_Crenothrix,0.0,0.0,0.0,3.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,Meth_Methyloglobulus,0.0,0.0,0.0,0.0,1.0,2.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Steroidobacter,Sino_Steroidobacter,0.0,1.0,1.0,2.0,4.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halo_Halomonas,8.0,8.0,7.0,0.0,1.0,2.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Ocea_Marinobacterium,0.0,0.0,0.0,6.0,7.0,5.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Ocea_Oceanobacter,0.0,0.0,0.0,4.0,2.0,1.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Mora_Acinetobacter,5.0,7.0,6.0,24.0,32.0,35.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Mora_Alkanindiges,0.0,0.0,0.0,63.0,56.0,47.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,Mora_Cavicella,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Fluviicoccus,Mora_Fluviicoccus,1.0,1.0,1.0,7.0,11.0,2.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseu_Pseudomonas,7.0,3.0,2.0,21.0,28.0,25.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Caedibacter,Fast_Caedibacter,0.0,0.0,0.0,5.0,10.0,15.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Thio_Beggiatoa,0.0,0.0,0.0,2.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiomargarita,Thio_Thiomargarita,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thio_Thiothrix,0.0,1.0,0.0,23.0,22.0,22.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Rhod_Dokdonella,450.0,499.0,525.0,126.0,164.0,178.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas,Rhod_Pseudofulvimonas,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhod_Rhodanobacter,10.0,11.0,7.0,4.0,1.0,4.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Rhod_Tahibacter,49.0,45.0,62.0,20.0,19.0,15.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Xant_Arenimonas,7.0,8.0,4.0,22.0,15.0,16.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Xant_Luteimonas,1.0,0.0,1.0,1.0,2.0,0.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Xant_Lysobacter,6.0,2.0,5.0,7.0,12.0,13.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Xant_Pseudoxanthomonas,29.0,29.0,36.0,7.0,14.0,15.0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Xant_Thermomonas,5.0,4.0,3.0,1.0,2.0,1.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,Bact_Bacteriovorax,0.0,0.0,2.0,2.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Bact_Peredibacter,0.0,4.0,0.0,11.0,14.0,10.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdel_Bdellovibrio,53.0,55.0,90.0,53.0,68.0,56.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,Olig_Oligoflexus,0.0,0.0,0.0,0.0,3.0,3.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,,Spirobacillus,Spirobacillus,0.0,0.0,1.0,0.0,0.0,0.0
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,Silv_Silvanigrella,0.0,0.0,1.0,0.0,0.0,0.0
Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Turneriella,Lept_Turneriella,5.0,0.0,0.0,3.0,7.0,7.0
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Spir_Sediminispirochaeta,0.0,1.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,Syne_Acetomicrobium,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Cephaloticoccus,Opit_Cephaloticoccus,0.0,3.0,2.0,7.0,5.0,3.0
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Opit_Lacunisphaera,11.0,6.0,20.0,29.0,24.0,19.0
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opit_Opitutus,0.0,0.0,0.0,8.0,9.0,7.0
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus,Puni_Puniceicoccus,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Verrucomicrobia,Spartobacteria,,,Terrimicrobium,Terrimicrobium,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chth_Chthoniobacter,0.0,0.0,0.0,3.0,0.0,1.0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia_subdivision_3,Pedosphaera,Verr_Pedosphaera,0.0,0.0,0.0,1.0,4.0,1.0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,Verr_Brevifollis,0.0,0.0,0.0,4.0,4.0,10.0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Verr_Luteolibacter,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Verr_Prosthecobacter,0.0,0.0,0.0,40.0,59.0,51.0
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,Verr_Verrucomicrobium,0.0,0.0,1.0,2.0,0.0,0.0
Eukaryota,Eukaryota,,,,,Angulamoeba,Angulamoeba,0.0,1.0,0.0,0.0,0.0,0.0
Eukaryota,Eukaryota,,,,,Arboramoeba,Arboramoeba,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,,,,Cryptocaryon,Cryptocaryon,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,,,,Ischnamoeba,Ischnamoeba,0.0,0.0,0.0,2.0,1.0,2.0
Eukaryota,Eukaryota,,,,,Mycamoeba,Mycamoeba,1.0,1.0,2.0,0.0,0.0,0.0
Eukaryota,Eukaryota,,,,,Phalansterium,Phalansterium,0.0,1.0,0.0,0.0,0.0,0.0
Eukaryota,Eukaryota,,,,,Stygamoeba,Stygamoeba,0.0,0.0,0.0,2.0,7.0,1.0
Eukaryota,Eukaryota,,,,Hartmannellidae,Saccamoeba,Hart_Saccamoeba,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Eukaryota,,,,Pseudodifflugiidae,Pseudodifflugia,Pseu_Pseudodifflugia,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,,,Vannellidae,Vannella,Vann_Vannella,0.0,0.0,0.0,6.0,7.0,6.0
Eukaryota,Eukaryota,,,Arcellinida,Arcellidae,Arcella,Arce_Arcella,0.0,0.0,0.0,1.0,3.0,1.0
Eukaryota,Eukaryota,,,Bicosoecida,Bicosoecidae,Bicosoeca,Bico_Bicosoeca,0.0,0.0,0.0,2.0,1.0,5.0
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Cercomonas,Cerc_Cercomonas,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Salpingoeca,Salp_Salpingoeca,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,,Cryomonadida,Rhogostomidae,Rhogostoma,Rhog_Rhogostoma,0.0,0.0,0.0,1.0,1.0,1.0
Eukaryota,Eukaryota,,,Euglyphida,Euglyphidae,Euglypha,Eugl_Euglypha,0.0,0.0,0.0,15.0,18.0,22.0
Eukaryota,Eukaryota,,,Longamoebia,,Mayorella,Mayorella,0.0,0.0,0.0,14.0,14.0,1.0
Eukaryota,Eukaryota,,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acan_Acanthamoeba,0.0,0.0,0.0,7.0,12.0,4.0
Eukaryota,Eukaryota,,,Telonemida,,Telonema,Telonema,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,Cyan_Cyanidioschyzon,1.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Eukaryota,,Colpodea,Cyrtolophosidida,Platyophryidae,Platyophrya,Plat_Platyophrya,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,Eukaryota,,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Cryp_Cryptomonas,0.0,0.0,0.0,7.0,12.0,6.0
Eukaryota,Eukaryota,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Cera_Ceratium,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Eukaryota,,Labyrinthulomycetes,,,Diplophrys,Diplophrys,0.0,0.0,0.0,2.0,3.0,0.0
Eukaryota,Eukaryota,,Labyrinthulomycetes,,,Sorodiplophrys,Sorodiplophrys,0.0,0.0,0.0,16.0,5.0,11.0
Eukaryota,Eukaryota,,Litostomatea,Pleurostomatida,Amphileptidae,Amphileptus,Amph_Amphileptus,0.0,0.0,0.0,0.0,2.0,0.0
