#SampleID	ERR1352903	ERR1352904	ERR1352905	ERR1352906	ERR1352907	ERR1352908	ERR1352909	ERR1352910	ERR1352911	ERR1352912	ERR1352913	ERR1352914	ERR1352915	ERR1352916	ERR1352917	ERR1352918	ERR1352919	ERR1352920	ERR1352921	ERR1352922	ERR1352923	ERR1352924	ERR1352925	ERR1352926	ERR1352927	ERR1352928	ERR1352929	ERR1352930	ERR1352931	ERR1352932	ERR1352933	ERR1352934	ERR1352935	ERR1352936	ERR1352937	ERR1352938	ERR1352939	ERR1352940	ERR1352941	ERR1352942	ERR1352943	ERR1352944	ERR1352945	ERR1352946	ERR1352947	ERR1352948	ERR1352949	ERR1352950	ERR1352951	ERR1352952	ERR1352953	ERR1352954	ERR1352955	ERR1352956	ERR1352957	ERR1352958	ERR1352959	ERR1352960	ERR1352961	ERR1352962
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Aquamonas;s__haywardensis	0	6	0	13	0	10	0	0	0	2	0	5	0	2	0	1	0	2	0	4	0	4	0	4	0	1	0	19	0	2	0	2	0	4	0	0	0	3	0	1	0	1	0	0	0	1	0	1	0	4	0	3	0	4	0	4	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Arsenophonus;s__ArsenophonusendosymbiontofDermacentorvariabilis	0	2	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Baumannia;s__cicadellinicola	0	92	0	182	0	54	0	23	0	45	0	18	0	20	0	47	0	31	0	77	0	43	1	24	0	7	0	163	0	76	0	23	0	88	0	20	0	20	1	103	0	8	0	14	0	28	0	26	0	65	0	39	0	17	0	18	0	24	1	27
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria;s__alni	0	15	0	24	0	15	0	2	0	3	0	1	0	0	0	3	0	1	0	9	0	11	0	6	0	1	0	21	0	5	0	2	0	4	0	2	0	6	0	10	0	1	0	0	0	6	0	5	0	6	0	6	0	9	0	5	0	3	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria;s__quercina	0	18	0	46	0	12	0	8	0	9	0	7	0	7	0	6	0	7	0	21	0	11	0	6	0	6	0	44	0	22	0	6	0	8	0	2	1	4	0	9	0	6	0	5	0	4	0	4	0	6	0	3	0	5	0	5	0	4	0	5
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria;s__rubrifaciens	0	9	0	24	0	4	0	3	0	4	0	1	0	2	0	3	0	0	0	3	0	9	0	4	0	0	0	22	0	11	0	0	0	11	0	5	0	3	0	7	0	2	0	5	0	3	0	8	0	5	0	4	0	1	0	1	0	2	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria;s__salicis	0	23	0	38	0	23	0	3	0	8	0	3	0	8	0	6	0	4	0	10	0	22	0	14	0	5	0	24	0	19	0	1	0	8	0	3	0	7	0	17	0	3	0	2	0	4	0	4	0	1	0	8	0	15	0	5	0	2	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buchnera;s__	0	37	0	64	0	23	0	12	0	14	0	3	0	12	0	14	0	12	0	16	0	30	0	15	0	4	0	53	0	39	0	9	0	30	0	9	0	29	0	61	0	9	0	14	0	9	0	11	0	28	0	33	0	12	0	7	0	14	0	13
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buchnera;s__aphidicola	0	4	0	16	0	2	0	3	0	0	0	2	0	3	0	2	0	2	0	6	0	3	0	2	0	3	0	3	0	4	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__CandidatusBlochmannia;s__	0	4	0	11	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	6	0	2	0	0	0	4	0	2	0	2	0	1	0	1	0	3	0	9	0	2	0	3	0	0	0	1	0	2	0	2	0	3	0	2	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__CandidatusHamiltonella;s__	0	139	0	328	0	134	0	36	0	56	0	17	0	22	0	67	0	45	0	116	0	69	0	38	0	35	0	327	0	164	0	48	1	130	0	31	0	50	0	239	2	27	0	35	0	68	0	54	0	117	0	101	0	67	2	37	3	30	0	33
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__CandidatusPhlomobacter;s__	0	252	0	628	0	262	0	55	0	114	0	44	0	43	0	97	0	72	0	220	0	176	0	83	0	64	0	580	0	303	0	79	0	229	0	72	0	105	0	490	0	50	0	68	0	113	0	99	0	196	0	247	0	133	0	76	0	111	0	74
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__CandidatusRegiella;s__insecticola	0	39	0	52	0	26	0	4	0	8	0	4	0	5	0	8	0	7	0	16	0	30	0	6	0	7	0	41	0	21	0	9	0	15	0	5	0	19	0	22	0	13	0	8	0	10	0	6	0	23	0	12	0	8	0	15	0	7	0	8
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__	1	9884	0	24101	0	12901	0	3049	1	3833	0	2605	0	2878	0	4298	0	2756	0	8251	0	9609	2	4214	0	2710	0	15270	0	11042	0	2919	0	7162	0	3837	0	5855	0	14010	2	2658	1	2123	0	3415	0	3554	0	5714	0	7056	0	6124	1	4178	4	3038	1	2350
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__freundii	0	50	0	103	0	85	0	17	0	23	0	12	0	11	0	22	0	6	0	33	0	51	0	23	0	13	0	85	0	53	0	17	0	45	0	27	0	31	0	65	0	22	0	11	0	29	0	21	0	41	0	40	0	46	0	27	0	18	0	9
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter;s__dublinensis	0	175	0	430	0	204	0	44	0	71	0	41	0	49	0	73	0	43	0	124	0	188	0	99	0	50	0	258	0	164	0	32	0	106	0	52	0	92	0	170	0	51	0	33	0	54	0	67	0	94	0	114	0	100	0	69	0	43	0	28
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter;s__sakazakii	0	272	0	590	0	233	0	65	0	108	0	64	0	66	0	96	0	66	0	192	0	233	0	130	0	86	0	396	0	275	0	49	0	168	0	70	0	103	0	241	0	42	0	48	0	57	0	75	0	129	0	137	0	100	0	82	0	63	0	48
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter;s__turicensis	0	130	0	263	0	98	0	22	0	48	0	38	0	27	0	38	0	38	0	80	0	96	0	55	0	27	0	162	0	98	0	27	0	68	0	21	0	53	0	107	0	16	0	20	0	33	0	20	0	60	0	68	0	37	0	42	0	20	0	17
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Dickeya;s__	0	1407	0	3745	0	2156	1	374	0	491	0	391	0	438	0	667	0	362	0	1020	0	1841	0	904	1	446	0	2056	0	1237	0	391	0	960	0	492	0	981	0	1984	0	414	0	278	1	491	0	519	0	852	0	1042	0	1102	0	728	1	340	0	315
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Ecksteinia;s__adelgidicola	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Edwardsiella;s__	0	217	0	604	0	222	0	80	0	96	0	33	0	76	0	92	0	74	0	200	0	191	0	90	0	50	0	402	0	213	0	91	0	271	0	122	3	105	0	292	0	35	0	65	0	100	0	98	0	228	0	168	0	96	0	73	0	86	0	79
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__	1	166	0	384	0	159	0	40	0	66	0	36	0	55	0	87	0	58	0	150	0	124	0	69	0	42	0	276	0	188	0	30	0	108	0	40	0	68	0	171	0	33	0	40	0	61	0	45	0	97	0	90	0	73	0	39	0	39	0	35
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__aerogenes	0	1	0	5	0	4	0	0	0	1	0	1	0	3	0	0	0	1	0	2	0	0	0	2	0	1	0	3	0	0	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__arachidis	0	64	0	139	0	59	0	17	0	25	0	20	0	19	0	35	0	14	0	46	0	45	0	27	0	17	0	120	0	46	0	15	0	42	0	20	0	41	0	71	0	15	0	15	0	25	0	19	0	32	0	46	0	25	0	24	0	21	0	20
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__cancerogenus	0	43	0	119	0	45	0	11	0	22	0	16	0	15	0	16	0	5	0	31	0	58	0	25	0	10	0	65	0	45	0	9	0	42	0	19	0	28	0	62	0	11	0	5	0	18	0	21	0	33	0	28	0	13	0	18	0	9	0	7
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__cloacae	0	1378	0	3085	0	1393	0	414	0	594	0	319	0	401	0	507	0	449	0	1021	0	1151	0	645	0	317	0	2288	0	1300	0	352	0	944	0	410	0	672	0	1515	0	292	0	267	0	507	0	445	0	763	0	693	0	597	0	476	0	422	0	314
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__cowanii	0	120	0	267	0	106	0	45	0	46	0	23	0	35	0	55	0	36	0	93	0	86	0	55	0	28	0	163	0	113	0	26	0	79	0	24	0	57	0	95	0	36	0	28	0	35	0	33	0	48	0	72	0	45	0	38	0	27	0	27
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__gergoviae	0	48	0	134	0	65	0	24	0	27	0	13	0	16	0	20	0	18	0	40	0	47	0	23	0	12	0	82	0	61	0	12	0	41	0	17	0	31	0	56	0	17	0	9	0	22	0	17	0	28	0	34	0	28	0	24	0	9	0	10
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__hormaechei	0	340	0	703	0	348	0	85	0	121	0	91	0	96	0	130	0	92	0	245	0	254	0	148	0	77	0	500	0	298	0	68	0	201	0	98	0	160	0	370	1	67	0	71	0	100	0	102	0	168	0	162	0	139	0	130	0	86	0	66
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__ludwigii	0	132	0	294	0	158	0	45	0	56	0	36	0	36	0	65	0	32	0	117	0	108	0	61	0	34	0	162	0	135	0	31	0	89	0	49	0	63	0	138	0	36	0	30	0	44	0	41	0	80	0	83	0	70	0	50	0	44	0	32
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__pyrinus	0	155	0	418	0	168	0	46	0	57	0	30	0	45	0	74	0	55	0	121	0	150	0	86	0	45	0	333	0	171	0	39	0	109	0	46	0	67	0	165	0	32	0	45	0	72	0	54	0	117	0	78	0	80	0	58	0	53	0	37
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__radicincitans	0	7	0	24	0	8	0	3	0	4	0	3	0	5	0	3	0	6	0	11	0	6	0	6	0	6	0	12	0	6	0	3	0	3	0	2	0	2	0	9	0	4	0	0	0	2	0	1	0	3	0	6	0	2	0	4	0	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__turicensis	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__	1	9060	2	18871	1	9424	1	2405	0	3551	1	2374	0	2056	1	3563	0	2420	2	6370	0	7587	4	3778	1	2247	0	12177	0	8399	0	1894	0	5739	1	2635	1	4791	1	10439	2	2569	1	1590	1	2665	0	3089	0	4732	0	5758	1	4008	2	3689	3	2220	1	1690
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__chrysanthemi	0	57	0	147	0	35	0	21	0	24	0	11	0	15	0	23	0	16	0	55	0	59	0	32	0	18	0	105	0	64	0	10	0	29	0	10	0	20	0	55	0	8	0	10	0	12	0	11	0	32	0	32	0	11	0	12	0	18	0	13
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__dispersa	0	1664	0	3158	0	1610	0	392	0	571	0	504	0	322	0	556	0	467	0	965	0	1228	2	562	0	377	0	2406	0	1441	0	333	0	1068	0	375	1	1075	0	2569	0	512	0	306	1	616	0	529	0	906	0	1430	0	621	0	741	0	428	0	318
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__oleae	0	84	0	196	0	107	0	21	0	39	0	24	0	17	0	31	0	24	0	69	0	71	0	37	0	20	0	127	0	77	0	31	0	55	0	35	0	69	0	131	0	23	0	16	0	31	0	33	0	62	0	67	0	41	0	45	0	16	0	19
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__soli	0	73	0	147	0	79	0	17	0	32	0	17	0	16	0	27	0	19	0	38	0	77	0	32	0	15	0	106	0	85	0	12	0	43	0	15	0	37	0	62	0	14	0	16	0	27	0	20	0	36	0	40	0	44	0	26	0	20	0	8
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__toletana	0	23	0	32	0	13	0	5	0	14	0	5	0	2	0	10	0	10	0	13	0	10	0	8	0	3	0	40	0	19	0	5	0	11	0	7	0	15	0	30	0	4	0	3	0	4	0	3	0	6	0	9	0	8	0	4	0	5	0	3
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__blattae	0	22	0	46	0	22	0	4	0	6	0	6	0	7	0	12	0	2	0	19	0	14	0	10	0	6	0	28	0	19	0	8	0	17	0	9	0	13	0	29	0	3	0	5	0	6	0	5	0	16	0	11	0	10	0	8	0	11	0	7
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli	0	142	0	353	0	126	0	36	0	60	0	41	0	30	0	74	0	50	0	109	0	132	0	77	0	36	0	255	0	162	0	38	0	108	0	24	0	66	0	188	0	39	0	27	0	50	0	49	0	90	0	71	0	57	0	43	0	47	0	28
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Ewingella;s__americana	0	8	0	17	0	3	0	0	0	4	0	3	0	3	0	7	0	3	0	4	0	9	0	7	0	1	0	20	0	8	0	1	0	9	0	3	0	6	0	11	0	1	0	1	0	3	0	4	0	6	0	6	0	1	0	2	0	3	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Gluconacetobacter;s__	0	38	0	119	0	56	0	19	0	15	0	14	0	10	0	14	0	14	0	47	0	43	0	21	0	21	0	66	0	49	0	14	0	32	0	6	0	18	0	50	0	12	0	10	0	13	0	16	0	19	0	22	0	31	0	16	0	11	0	9
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Gluconacetobacter;s__liquefaciens	0	9	0	37	0	7	0	2	0	3	0	6	0	8	0	3	0	7	0	12	0	18	0	9	0	4	0	24	0	23	0	4	0	8	0	4	0	7	0	14	0	6	0	2	0	0	0	4	0	7	0	6	0	3	0	4	0	3	0	3
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Hafnia;s__alvei	0	1284	0	2318	0	1095	0	380	0	520	0	282	0	226	0	526	0	309	0	772	0	800	3	323	0	238	0	1578	0	1387	1	283	1	855	0	299	0	719	0	2016	0	365	0	240	0	465	0	472	0	763	0	954	0	328	0	546	1	402	0	320
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Ishikawaella;s__capsulata	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__	3	1687	1	4067	2	1695	0	527	0	690	1	372	0	456	1	787	0	549	0	1367	1	1507	2	703	2	424	1	3008	0	1722	1	452	0	1345	0	527	6	860	2	1898	0	385	1	348	1	590	1	609	0	991	0	1002	0	677	1	634	5	508	0	415
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__oxytoca	2	1714	1	3361	0	1463	0	566	1	831	0	232	0	509	0	784	0	497	0	1517	0	731	2	392	2	257	1	2722	0	2125	0	705	0	1496	1	900	0	690	0	1884	1	259	0	434	0	830	0	1044	1	1423	1	880	0	452	2	484	1	748	0	535
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kleidoceria;s__schneideri	0	7	0	21	0	9	0	5	0	3	0	2	0	1	0	4	0	2	0	10	0	7	0	1	0	2	0	24	0	10	0	2	0	4	0	3	0	2	0	7	0	0	0	2	0	3	0	4	0	5	0	5	0	6	0	2	0	4	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Leminorella;s__grimontii	0	12	0	28	0	14	0	2	0	5	0	1	0	5	0	4	0	4	0	6	0	14	0	4	0	2	0	16	0	16	0	4	0	10	0	6	0	3	0	7	0	4	0	1	0	5	0	7	0	6	0	4	0	8	0	2	0	6	0	5
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella;s__	0	143	0	278	0	104	0	31	0	55	0	18	0	29	0	49	0	39	0	94	0	109	0	43	0	26	0	219	0	145	0	15	0	64	0	31	0	51	0	129	0	26	1	28	0	26	0	38	0	50	0	57	0	39	0	35	0	22	0	14
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella;s__morganii	0	29	0	52	0	40	0	5	0	12	0	2	0	4	0	16	0	9	0	12	0	24	0	16	0	4	0	67	0	27	0	11	0	24	0	8	0	12	0	39	0	6	0	7	0	13	0	12	0	38	0	16	0	19	0	16	0	16	0	8
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__agglomerans	1	300	0	601	0	236	0	57	0	121	0	85	0	69	0	112	0	74	0	210	0	222	0	132	0	69	0	396	0	244	0	50	0	128	0	65	0	103	0	237	0	65	0	42	0	67	0	82	0	112	0	130	0	105	0	88	0	53	0	31
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__ananatis	0	106	0	196	0	74	0	34	0	41	0	27	0	27	0	42	0	31	0	63	0	70	0	37	0	27	0	140	0	99	0	18	0	47	0	20	0	32	0	74	0	23	0	24	1	27	0	19	0	46	0	48	0	35	1	22	0	20	0	18
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Photorhabdus;s__	0	83	0	196	0	57	0	35	0	35	0	33	0	22	0	29	0	19	0	62	0	75	0	49	0	19	0	120	0	80	0	15	0	32	0	21	0	39	0	59	0	18	0	13	0	18	0	18	0	33	0	35	0	17	0	30	0	7	0	10
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Photorhabdus;s__temperata	0	35	0	76	0	45	0	10	0	12	0	11	0	11	0	13	0	9	0	27	0	34	0	25	0	12	0	38	0	35	0	5	0	18	0	9	0	14	0	41	0	9	0	8	0	6	0	9	0	17	0	19	0	26	0	13	0	9	0	5
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas;s__	0	10	1	41	0	24	0	5	0	3	0	4	0	1	0	5	0	2	0	10	0	14	0	8	0	5	0	30	0	18	0	5	0	15	0	1	0	7	0	30	0	4	0	0	0	4	0	3	0	7	0	16	0	10	0	10	0	6	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas;s__shigelloides	1	773	0	1467	1	668	0	185	0	311	0	159	0	104	0	299	0	229	0	452	0	514	0	258	0	141	1	1217	0	629	0	152	0	551	0	148	0	400	0	972	0	213	1	165	0	255	0	255	0	426	1	467	0	242	0	301	1	219	0	153
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pragia;s__fontium	0	52	0	118	0	46	0	14	0	22	0	13	0	6	0	15	0	18	0	46	0	38	0	14	0	13	0	72	0	46	0	6	0	42	0	11	0	19	0	54	0	12	0	3	0	13	0	10	0	21	0	26	0	21	0	12	0	12	0	8
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Profftia;s__tarda	0	0	0	13	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	4	0	5	0	1	0	1	0	3	0	3	0	0	0	5	0	2	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	2	0	2	0	0	0	0	0	2
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Profftia;s__virida	0	10	0	28	0	11	0	0	0	5	0	1	0	3	0	7	0	6	0	9	0	16	0	4	0	3	0	16	0	16	0	3	0	9	0	5	0	5	0	21	0	0	0	5	0	4	0	6	0	12	0	6	0	3	0	5	0	2	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__	0	272	0	596	0	237	0	91	0	118	0	52	0	61	0	109	0	67	0	205	0	242	0	95	0	62	0	329	0	262	0	55	0	163	0	77	0	114	0	232	0	61	0	35	0	73	0	79	0	122	0	111	0	112	0	83	0	55	0	47
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia;s__	0	36	0	80	0	40	0	19	0	17	0	17	0	11	0	16	0	6	0	27	0	28	0	21	0	8	0	92	0	59	0	8	0	35	0	18	0	22	0	55	0	13	0	12	0	18	0	10	0	28	0	32	0	19	0	15	0	12	0	8
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Purcelliella;s__pentastirinorum	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Rahnella;s__aquatilis	0	7	0	9	0	4	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	11	0	1	0	1	0	5	0	1	0	2	0	5	0	0	0	0	0	2	0	3	0	2	0	2	0	1	0	3	0	2	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella;s__ornithinolytica	0	9	0	16	0	3	0	2	0	4	0	2	0	1	0	4	0	1	0	3	0	5	0	2	0	1	0	14	0	5	0	0	0	1	0	1	0	2	0	7	0	0	0	1	0	2	0	0	0	2	0	3	0	0	0	1	0	2	0	1
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella;s__terrigena	0	32	0	68	0	33	0	3	0	16	0	10	0	11	0	8	0	10	0	22	0	31	0	14	0	11	0	44	0	22	0	9	0	18	0	8	0	20	0	39	0	14	0	4	0	9	0	10	0	10	0	19	0	14	0	16	0	12	0	5
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__	0	49	0	102	0	24	0	11	0	19	0	5	0	9	0	12	0	8	0	28	0	42	0	15	0	9	0	70	0	44	0	3	0	26	0	16	0	8	0	39	0	6	0	4	0	8	0	13	0	19	0	17	0	8	0	9	0	13	0	15
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica	0	130	0	287	0	120	0	36	0	49	0	25	0	32	0	47	0	41	0	97	0	95	0	44	0	19	0	271	0	144	0	30	0	96	0	39	0	67	0	164	1	27	0	30	0	38	0	40	0	85	0	65	0	40	0	46	0	35	0	30
