assembly_run_ids,study_id,Euryarchaeota,Acidobacteria,Actinobacteria,Armatimonadetes,Bacteroidetes,Balneolaeota,Caldiserica,Chlamydiae,Chloroflexi,Coprothermobacterota,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Verrucomicrobia,Ascomycota,Basidiomycota,Cryptomycota,Arthropoda,Chordata,Gastrotricha,Mollusca,Nematoda,Rotifera,Apicomplexa,Cercozoa,Ciliophora,Discosea,Endomyxa,Euglenozoa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea,Chlorophyta,Streptophyta,Crenarchaeota,Parvarchaeota,Aquificae,Caldithrix,Chlorobi,Chrysiogenetes,Dictyoglomi,Thermi,Thermotogae,Calditrichaeota,Annelida,Bacillariophyta,Chytridiomycota,Cnidaria,Euglenida,Microsporidia,Mucoromycota,Phaeophyceae,Platyhelminthes,Porifera,Tardigrada,Zoopagomycota
ERR1470830,MGYS00001135,7,0,110,0,695,0,0,1,6,0,0,0,0,0,1787,413,0,0,0,0,0,0,3610,2,4,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512988,MGYS00001135,27,3,24,1,505,0,2,0,26,0,0,0,0,4,537,197,1,0,0,7,0,0,2340,24,11,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512993,MGYS00001135,4,1,120,1,239,0,0,0,4,0,2,0,0,0,1541,207,0,0,0,0,0,3,2449,0,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1514429,MGYS00001135,3,0,143,1,298,0,0,0,3,0,3,0,0,0,2317,576,1,0,0,0,0,4,2880,2,8,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525437,MGYS00001135,0,0,9,0,193,0,0,0,3,0,1,0,0,0,155,31,0,0,0,0,1,0,671,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525438,MGYS00001135,6,0,41,0,244,0,0,1,3,0,1,0,0,0,777,151,1,0,0,1,0,1,2560,2,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525440,MGYS00001135,4,3,97,0,238,0,0,1,4,0,4,0,0,0,901,73,1,0,0,1,0,0,2788,0,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525444,MGYS00001135,0,0,37,0,633,0,0,0,2,0,2,0,0,0,1449,135,0,0,0,0,0,1,2065,0,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512987,MGYS00001135,0,0,73,0,266,0,0,0,2,0,1,0,0,0,1178,277,1,0,0,0,0,2,3597,1,1,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512998,MGYS00001135,1,3,48,0,195,0,0,0,5,0,0,0,0,0,770,238,0,0,0,0,0,3,3236,2,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467142,MGYS00001135,3,0,120,0,211,0,0,0,3,0,0,0,0,0,1411,262,0,0,0,1,0,1,1589,0,3,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467148,MGYS00001135,2,1,88,0,401,0,0,0,9,0,2,0,0,0,1375,156,0,0,0,0,0,2,2333,0,2,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467149,MGYS00001135,4,0,153,0,421,0,0,0,2,0,3,0,0,0,2373,296,0,0,0,0,0,2,2925,3,2,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512984,MGYS00001135,3,0,125,1,245,0,0,1,4,0,1,0,1,0,1212,365,0,0,0,1,0,0,2236,1,2,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1514428,MGYS00001135,9,0,103,0,315,0,0,0,3,0,2,0,0,0,1934,167,3,0,0,0,0,8,2383,2,7,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525443,MGYS00001135,1,0,78,0,1015,0,0,0,6,0,0,0,0,0,1651,345,0,0,0,1,0,2,3257,0,2,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467150,MGYS00001135,7,1,78,0,378,0,0,0,3,0,0,0,0,0,1400,394,0,0,0,1,1,2,2220,0,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1470824,MGYS00001135,6,1,100,1,411,0,0,0,1,0,1,0,0,0,1370,286,1,0,0,0,0,1,2323,0,1,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1514430,MGYS00001135,1,4,29,4,1700,0,0,0,11,0,4,0,0,6,736,284,0,0,0,1,0,1,6061,13,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525445,MGYS00001135,5,3,68,1,658,0,0,1,11,0,1,0,0,0,1308,484,0,0,0,0,0,2,3372,7,9,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512997,MGYS00001135,5,1,98,0,226,0,0,0,6,0,1,0,0,0,1169,253,1,0,0,1,1,2,1515,1,2,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1514427,MGYS00001135,8,1,144,0,205,0,0,0,5,0,2,0,1,0,1685,225,0,0,0,0,0,1,1912,1,8,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467144,MGYS00001135,7,0,109,0,330,0,0,1,1,0,0,0,0,0,1334,336,0,0,0,0,0,3,2146,0,2,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467145,MGYS00001135,4,0,233,0,244,0,0,0,2,0,2,0,0,0,2417,175,2,0,0,0,0,3,2201,1,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467151,MGYS00001135,3,0,106,0,336,0,0,0,0,0,3,0,0,0,1415,210,1,0,0,0,0,0,1634,1,4,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1470822,MGYS00001135,2,1,202,1,332,0,0,0,3,0,3,0,0,0,2196,185,1,0,0,0,0,1,2187,1,2,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1470828,MGYS00001135,5,2,60,0,565,0,0,0,7,0,2,0,0,0,1211,164,0,0,0,1,0,4,2406,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1513003,MGYS00001135,1,0,33,1,234,0,0,0,2,0,1,0,0,0,753,341,1,0,0,0,0,2,6476,0,2,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512986,MGYS00001135,1,2,62,1,399,0,0,0,1,0,0,0,0,0,1077,215,2,0,0,1,0,3,1944,2,1,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512994,MGYS00001135,3,0,48,0,323,0,0,0,5,0,0,0,0,0,794,130,1,0,0,1,0,2,1602,2,5,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1513007,MGYS00001135,6,8,80,0,252,0,0,0,4,0,0,0,0,0,1048,318,0,0,0,0,0,1,4595,2,3,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525441,MGYS00001135,4,0,19,0,129,0,0,0,2,0,0,0,0,0,340,58,1,0,0,1,0,1,1587,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525442,MGYS00001135,1,0,23,0,176,0,0,0,2,0,0,0,0,0,431,100,1,0,0,0,0,0,2551,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467147,MGYS00001135,3,0,162,0,356,0,0,0,2,0,4,0,0,0,2153,573,2,0,0,1,0,0,3084,0,3,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467153,MGYS00001135,5,2,82,0,174,0,0,0,7,0,0,0,0,0,938,77,4,0,0,0,0,0,1848,2,3,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1470826,MGYS00001135,5,0,178,0,326,0,0,0,6,0,0,0,0,0,826,297,1,0,0,0,0,5,2639,1,2,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1470823,MGYS00001135,6,0,181,1,330,0,0,0,2,0,2,0,0,0,1900,313,1,0,0,1,0,2,3235,0,2,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1467141,MGYS00001135,11,3,54,3,643,0,2,0,24,0,1,0,0,0,969,389,3,0,0,1,0,3,2895,8,3,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512996,MGYS00001135,4,2,42,0,273,0,1,0,1,0,5,0,0,0,884,175,0,0,0,0,0,3,2109,2,5,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1513002,MGYS00001135,14,0,87,0,478,0,1,0,10,0,5,0,0,0,1352,241,0,0,0,1,0,8,2600,7,10,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512989,MGYS00001135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512990,MGYS00001135,3,1,59,0,266,0,0,1,4,0,0,0,0,0,1019,106,1,0,0,1,0,14,1635,3,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512991,MGYS00001135,6,0,44,0,328,0,0,0,1,0,0,0,0,0,635,123,0,0,0,0,0,0,1019,3,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512992,MGYS00001135,5,0,50,2,262,0,0,0,3,0,0,0,0,0,760,102,1,0,0,0,0,6,1616,3,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1512999,MGYS00001135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1513000,MGYS00001135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1513001,MGYS00001135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1525435,MGYS00001135,0,1,20,0,167,0,0,0,1,0,0,0,0,0,252,46,0,0,0,0,1,3,757,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
