,study_id,Crenarchaeota,Euryarchaeota,Thaumarchaeota,Acidobacteria,Actinobacteria,Armatimonadetes,Bacteroidetes,Caldiserica,Calditrichaeota,Chlamydiae,Chlorobi,Chloroflexi,Cyanobacteria,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thermotogae,Verrucomicrobia,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Blastocladiomycota,Chlorophyta,Chordata,Chytridiomycota,Cnidaria,Colponemidia,Cryptomycota,Euglenida,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Platyhelminthes,Porifera,Rotifera,Streptophyta,Tardigrada,Xenacoelomorpha,Aquificae,Balneolaeota,Chrysiogenetes,Deferribacteres,Lentisphaerae,Thermodesulfobacteria,Brachiopoda,Echinodermata,Haplosporidia,Picozoa,Zoopagomycota,Nanoarchaeota,Dictyoglomi,Thermi,Parvarchaeota,Caldithrix,Poribacteria
ERR2586215,MGYS00002383,0,3,32,519,2040,442,674,0,0,4,0,1109,144,2,0,22,0,26,63,4,1,242,1100,8815,13,1,0,0,120,0,1,3,1,0,0,0,0,0,0,1,1,8,7,0,0,1,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2586216,MGYS00002383,0,2,43,645,2184,494,726,0,0,2,0,1068,144,3,0,22,1,29,66,6,0,291,1115,9407,6,1,0,1,139,0,0,3,0,0,0,0,0,0,1,0,1,16,6,0,0,0,0,0,0,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2586217,MGYS00002383,2,6,36,689,2305,564,851,0,0,3,0,1205,157,2,0,35,0,35,94,5,0,307,1299,10972,8,0,0,0,181,0,1,4,0,0,0,0,0,1,0,0,0,15,12,0,1,0,0,0,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2586218,MGYS00002383,0,1,0,244,325,15,4855,0,0,22,0,672,40,8,5,145,7,90,2,18,0,144,225,10009,8,3,0,0,352,8,2,2,10,1,4,0,3,4,7,1,0,5,0,1,3,11,1,0,2,0,4,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2586219,MGYS00002383,0,2,0,202,298,11,5740,0,0,22,1,746,30,2,8,160,13,83,8,10,0,179,241,11517,19,0,8,0,428,2,2,4,12,4,1,1,4,1,9,1,0,17,0,0,1,15,0,1,0,4,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2586220,MGYS00002383,0,8,0,163,293,13,5213,2,1,13,0,658,38,2,8,148,0,95,3,19,1,193,221,9048,16,1,0,0,374,0,5,1,10,5,1,1,3,4,7,1,0,10,0,0,0,8,0,0,1,2,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088984,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088985,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088986,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088987,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088988,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088989,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088990,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088991,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088992,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088993,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088994,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088995,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ761564,MGYS00003380,0,6,0,5,6,0,37,1,3,0,0,6,0,2,4,11,0,0,0,1,0,0,6,35,12,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERZ764804,MGYS00003395,0,7,0,3,2,1,24,1,0,1,0,10,0,0,0,23,1,0,2,0,0,0,0,24,11,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ772708,MGYS00003410,0,10,0,0,2,0,33,2,0,0,0,5,0,0,1,28,1,0,0,4,0,0,5,28,8,3,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERZ773283,MGYS00003413,0,5,0,8,11,1,24,5,2,0,0,21,0,0,2,13,0,0,0,0,0,0,9,21,16,6,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ764730,MGYS00003520,2,8,0,1,4,0,29,2,0,0,0,7,0,0,3,34,1,0,0,2,0,0,8,25,15,3,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ761562,MGYS00003623,0,6,0,5,8,0,30,5,0,0,0,19,0,0,2,17,1,0,0,1,0,0,2,28,14,1,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ773282,MGYS00003646,0,0,0,2,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ778038,MGYS00004767,0,9,0,7,7,1,27,0,0,1,0,8,0,2,0,34,1,0,2,1,0,0,1,27,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795026,MGYS00004907,0,9,0,10,4,0,49,2,0,1,0,4,1,2,1,30,2,0,1,4,0,0,4,37,9,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795029,MGYS00004910,0,3,0,0,7,2,19,0,0,0,0,2,0,0,0,49,0,0,0,0,0,2,4,29,0,2,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795031,MGYS00004912,0,8,0,5,3,0,30,2,2,0,0,9,0,0,4,20,0,0,0,0,0,1,2,33,15,2,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795044,MGYS00004917,0,6,0,5,5,0,28,2,0,0,0,8,0,2,2,10,0,0,1,1,0,1,3,39,15,1,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795053,MGYS00004926,0,2,0,1,14,0,39,2,0,1,0,14,0,0,1,27,0,1,0,1,0,0,13,36,9,2,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795056,MGYS00004929,0,5,0,3,1,0,54,0,4,0,0,8,0,0,2,10,0,0,0,0,0,0,3,41,13,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795059,MGYS00004932,0,5,0,5,3,0,27,1,2,0,0,5,0,0,2,15,0,0,2,1,0,0,3,32,16,2,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795062,MGYS00004935,0,3,0,0,7,0,17,0,0,3,0,2,0,0,0,38,1,0,0,0,0,0,1,34,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795063,MGYS00004936,0,8,0,5,5,0,33,3,1,0,0,7,0,0,1,20,0,0,0,1,0,0,2,30,11,2,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795064,MGYS00004937,0,7,0,9,3,1,28,3,0,0,0,9,1,2,1,15,0,1,0,1,0,2,1,34,17,0,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795066,MGYS00004939,1,10,0,2,7,0,18,0,0,0,0,19,0,0,3,63,0,0,0,3,0,0,11,14,10,6,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795067,MGYS00004940,0,1,0,0,19,1,7,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795075,MGYS00004948,0,0,0,8,9,0,27,0,0,0,1,8,3,0,0,8,2,4,7,0,0,1,7,73,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795076,MGYS00004949,0,2,0,5,19,0,10,0,0,0,0,19,1,0,0,11,1,0,3,0,0,1,8,41,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795389,MGYS00004985,1,5,0,14,4,0,32,4,0,0,0,10,0,0,1,15,0,0,2,3,0,0,4,45,15,5,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ERZ795397,MGYS00004989,0,1,0,8,10,0,13,0,0,0,0,12,0,0,1,7,3,5,2,0,0,1,5,52,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ746980,MGYS00004999,0,5,0,3,25,2,10,0,0,0,0,1,0,0,0,78,1,0,2,0,0,1,5,21,1,2,4,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ERZ794912,MGYS00002058,0,0,0,1,8,0,3,0,0,1,0,8,0,0,0,1,0,0,3,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ842397,MGYS00002058,0,0,0,0,10,0,21,0,0,1,0,10,0,0,0,2,0,0,3,0,0,0,3,27,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794913,MGYS00002058,0,0,0,1,1,1,4,0,0,0,0,5,1,0,0,1,0,1,0,1,0,0,7,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794914,MGYS00002058,0,0,0,5,10,3,15,0,0,3,0,14,0,0,0,3,0,0,2,0,0,2,6,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794915,MGYS00002058,0,0,0,3,5,0,5,0,0,0,0,20,0,0,0,4,0,1,3,0,0,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794916,MGYS00002058,0,0,0,2,1,0,17,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794917,MGYS00002058,0,0,0,3,3,0,7,0,0,0,0,5,0,0,0,2,0,1,1,0,0,0,2,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794918,MGYS00002058,0,0,0,6,6,0,6,0,0,0,0,13,1,0,0,1,0,1,1,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794920,MGYS00002058,0,2,0,3,10,0,23,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794929,MGYS00002058,0,1,0,0,8,0,23,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794930,MGYS00002058,0,0,0,1,3,3,14,0,0,0,0,10,1,0,0,0,0,1,0,2,0,1,15,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ794931,MGYS00002058,0,0,0,4,1,0,8,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,12,21,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR2107177,MGYS00001277,0,0,0,506,473,5,53,2,0,8,54,164,0,0,0,46,0,5,0,0,0,11,47,2630,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0
SRR2107212,MGYS00001277,0,4,0,38,320,5,357,0,0,7,49,377,7,0,1,109,0,5,0,0,0,9,77,1610,8,1,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR2107178,MGYS00001277,0,2,0,90,61,7,311,0,0,0,2,93,11,0,0,5,0,18,0,0,0,11,238,813,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR2107210,MGYS00001277,0,4,0,120,935,32,376,0,0,13,70,390,2,1,0,130,0,8,0,0,0,87,169,1391,1,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR2107184,MGYS00001277,0,0,0,92,2396,5,879,0,0,1,7,40,0,0,0,8,0,61,0,0,0,0,115,2522,1,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR2107216,MGYS00001277,0,36,0,31,747,4,1575,1,0,0,5,56,1,0,0,677,13,2,0,0,0,0,17,4919,7,31,7,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR2107219,MGYS00001277,0,4,0,12,437,3,1799,0,0,1,0,30,1,0,1,502,24,1,0,0,0,0,5,4181,1,7,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR2107181,MGYS00001277,0,0,0,336,131,31,266,0,0,2,0,258,23,0,0,6,0,22,0,0,0,11,273,732,0,2,0,1,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR2107183,MGYS00001277,0,0,0,73,955,2,584,0,0,2,209,137,4,0,0,3,0,0,0,0,0,2,118,1801,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR770579,MGYS00001382,0,3,0,17,127,0,87,0,0,0,8,79,3,1,0,64,1,1,0,0,0,17,9,461,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR770580,MGYS00001382,0,2,0,18,131,0,93,0,0,0,11,84,0,2,0,69,1,2,0,0,0,7,9,435,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR770581,MGYS00001382,0,2,0,63,381,0,262,0,0,0,37,258,1,1,1,249,4,16,0,0,0,38,26,1462,7,2,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ERR770582,MGYS00001382,2,597,0,5020,40083,989,21047,6,0,59,2989,38090,1358,150,150,21723,234,809,0,0,0,13805,6686,163051,2895,60,16,5,4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,18,9,43,0
ERR770583,MGYS00001382,1,539,0,4813,34357,983,19935,4,0,44,2886,36044,1264,162,177,20038,176,829,0,0,0,12412,5976,154582,2940,56,16,4,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,11,24,32,0
